Work Item Type,Title,Area Path,Tags,Model Name,Object Type,Table Name,Measure Name,Definition,Format String,Display Folder,Hidden,Lifecycle Status,Governance Status,Source Artefact,Business Definition,Technical Notes,Dependencies,Replacement Measure,Owner,Validation Status
Task,Measure register: Budget WTW (RLS Safe),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Budget WTW (RLS Safe),"VAR CurrYear = MAX ( dim_date[FiscalYearNumber] ) VAR CurrMonth = MAX ( dim_date[FiscalMonthNumber] ) VAR Result = CALCULATE ( [Budget WTW (Display)], FILTER ( ALL ( dim_date ), dim_date[FiscalYearNumber] = CurrYear && dim_date[FiscalMonthNumber] = CurrMonth ) ) RETURN COALESCE(Result, BLANK())",General Number (PBI_FormatHint),FS Presentation\WF,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Budget WTW (Display)],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: _Selected Section,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,_Selected Section,"SELECTEDVALUE ( 'Menu Navigation'[SectionTitle], ""Summaries"" )",General Number (PBI_FormatHint),_Helpers\Navigation,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[SectionTitle],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: _SubSectionID,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,_SubSectionID,"LOOKUPVALUE ( dim_report_pages[SectionID], dim_report_pages[SectionTitle], [_Selected Section] )",General Number (PBI_FormatHint),_Helpers,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[_Selected Section],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: _Selected DashboardKey,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,_Selected DashboardKey,"SELECTEDVALUE ( dim_report_pages[DashboardKey], ""IE_SUMMARY"" )",General Number (PBI_FormatHint),_Helpers,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: _Selected Page Title,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,_Selected Page Title,"VAR ViewKey = SELECTEDVALUE ( 'Statement Parameter'[ViewKey] ) VAR IsWTE = ViewKey = ""WTE"" VAR PageTitle = COALESCE ( SELECTEDVALUE ( dim_report_pages[DisplayTitle] ), ""1a. Income and expenditure summary"" ) VAR Label = COALESCE ( [Selected Value Label:], """" ) VAR Suffix = IF ( Label <> """", "" (£"" & Label & "")"", """" ) RETURN IF ( IsWTE, PageTitle & "" (0's)"", PageTitle & "" (£"" & [Selected Value Label:] & "")"" )",General Number (PBI_FormatHint),_Helpers,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Selected Value Label:]; [ViewKey],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: _Selected Short Title,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,_Selected Short Title,"SELECTEDVALUE ( dim_report_pages[ShortTitle], ""I&E Summary"" )",General Number (PBI_FormatHint),_Helpers,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: _Is Summaries Shell,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,_Is Summaries Shell,"IF ( [_Selected Section] = ""Summaries"", 1, 0 )",General Number (PBI_FormatHint),_Helpers,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[_Selected Section],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: _Show IE Summary Transparency,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,_Show IE Summary Transparency,"IF ( [_Selected DashboardKey] = ""IE_SUMMARY"", 0, 100 )",General Number (PBI_FormatHint),_Helpers,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[_Selected DashboardKey],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: _Show Cost Centre IE Transparency,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,_Show Cost Centre IE Transparency,"IF ( [_Selected DashboardKey] = ""CC_REPORT"", 0, 100 )",General Number (PBI_FormatHint),_Helpers,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[_Selected DashboardKey],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: _Show IE Summary,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,_Show IE Summary,"IF ( [_Selected DashboardKey] = ""IE_SUMMARY"", 1, 0 )",General Number (PBI_FormatHint),_Helpers,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[_Selected DashboardKey],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: _Show Cost Centre IE,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,_Show Cost Centre IE,"IF ( [_Selected DashboardKey] = ""CC_REPORT"", 1, 0 )",General Number (PBI_FormatHint),_Helpers,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[_Selected DashboardKey],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Welcome Message,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Welcome Message,"VAR UPN = USERPRINCIPALNAME() VAR FirstName = LEFT( UPN, FIND(""."", UPN, 1, LEN(UPN)) - 1 ) VAR ProperFirstName = UPPER(LEFT(FirstName, 1)) & LOWER(MID(FirstName, 2, LEN(FirstName))) VAR CostCentreCount = COUNTROWS ( VALUES ( dim_cost_centres[CostCentreKey] ) ) RETURN ""Hi "" & ProperFirstName & "". You currently have access to "" & FORMAT(CostCentreCount, ""#,0"") & "" cost centre"" & IF(CostCentreCount = 1, """", ""s"") & "".""",General Number (PBI_FormatHint),_Helpers,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: IsPageVisible,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,IsPageVisible,"VAR CurrentUser = USERPRINCIPALNAME() VAR HasAccessRole = CALCULATE( COUNTROWS(bridge_user_cost_centre_access), bridge_user_cost_centre_access[UserPrincipalName] = CurrentUser, bridge_user_cost_centre_access[SecurityRoleCode] IN { ""FINANCE_USER"", ""BUDGET_HOLDER"" } ) > 0 VAR PageRole = MAX('Menu Navigation'[RLSRole]) RETURN IF( PageRole = ""ALL"" || (PageRole = ""WORKFORCE_RESTRICTED"" && HasAccessRole), 1, 0 )",General Number (PBI_FormatHint),_Helpers\Navigation,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[RLSRole],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: _Show Sub Pages,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,_Show Sub Pages,"IF( SELECTEDVALUE('Menu Navigation'[SectionTitle]) = SELECTEDVALUE(dim_report_pages[SectionTitle]), 1, 0 )",General Number (PBI_FormatHint),_Helpers\Navigation,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[SectionTitle],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: _Navigation Target,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,_Navigation Target,SELECTEDVALUE('Menu Navigation'[PageName]),General Number (PBI_FormatHint),_Helpers\Navigation,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[PageName],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Variance MTD Direction,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Variance MTD Direction,"VAR IsCost = SELECTEDVALUE(dim_accounts[Level7Name]) = ""Cost"" VAR VarValue = [Var Budget MTD] RETURN SWITCH( TRUE(), ISBLANK(VarValue), BLANK(), // EXPENSES (positive numbers) IsCost && VarValue < 0, 1, -- good (underspend) IsCost && VarValue > 0, -1, -- bad (overspend) // INCOME (negative numbers) NOT IsCost && VarValue < 0, 1, -- good (more income) NOT IsCost && VarValue > 0, -1, -- bad (less income) 0 )",General Number (PBI_FormatHint),_Helpers,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Var Budget MTD],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Variance YTD Direction,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Variance YTD Direction,"VAR IsCost = SELECTEDVALUE(dim_accounts[Level7Name]) = ""Cost"" VAR VarValue = [Var Budget YTD] RETURN SWITCH( TRUE(), ISBLANK(VarValue), BLANK(), // EXPENSES (positive numbers) IsCost && VarValue < 0, 1, -- good (underspend) IsCost && VarValue > 0, -1, -- bad (overspend) // INCOME (negative numbers) NOT IsCost && VarValue < 0, 1, -- good (more income) NOT IsCost && VarValue > 0, -1, -- bad (less income) 0 )",General Number (PBI_FormatHint),_Helpers,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Var Budget YTD],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Variance MTD Colour,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Variance MTD Colour,"SWITCH( [Variance MTD Direction], 1, ""#107C10"", -- Fluent success green -1, ""#C50F1F"", -- Fluent error red 0, ""#605E5C"", ""#000000"" )",General Number (PBI_FormatHint),_Helpers,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Variance MTD Direction],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Variance YTD Colour,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Variance YTD Colour,"SWITCH( [Variance YTD Direction], 1, ""#107C10"", -- Fluent success green -1, ""#C50F1F"", -- Fluent error red 0, ""#605E5C"", ""#000000"" )",General Number (PBI_FormatHint),_Helpers,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Variance YTD Direction],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Variance MTD Background Colour,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Variance MTD Background Colour,"VAR _Pct = [Var Budget MTD %] RETURN SWITCH( TRUE(), ISBLANK(_Pct), ""#FFFFFF"", ABS(_Pct) < 0.02, ""#FFFFFF"", -- below 2% → no colour _Pct < 0, ""#DFF6DD"", -- good _Pct > 0, ""#FDE7E9"", -- bad ""#FFFFFF"" ) //SWITCH( // [Variance MTD Direction], // 1, ""#DFF6DD"", -- Light green (good) // -1, ""#FDE7E9"", -- Light red (bad) // 0, ""#F3F2F1"", -- Light neutral grey // ""#FFFFFF"" //)",General Number (PBI_FormatHint),_Helpers,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Var Budget MTD %]; [Variance MTD Direction],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Variance YTD Background Colour,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Variance YTD Background Colour,"VAR _Pct = [Var Budget YTD %] RETURN SWITCH( TRUE(), ISBLANK(_Pct), ""#FFFFFF"", ABS(_Pct) < 0.02, ""#FFFFFF"", -- below 2% → no colour _Pct < 0, ""#DFF6DD"", -- good _Pct > 0, ""#FDE7E9"", -- bad ""#FFFFFF"" ) //SWITCH( // [Variance YTD Direction], // 1, ""#DFF6DD"", -- Light green (good) // -1, ""#FDE7E9"", -- Light red (bad) // 0, ""#F3F2F1"", -- Light neutral grey // ""#FFFFFF"" //)",General Number (PBI_FormatHint),_Helpers,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Var Budget YTD %]; [Variance YTD Direction],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Selected Value Label:,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Selected Value Label:,"SELECTEDVALUE('Statement Unit'[Statement Unit], ""0's"")",General Number (PBI_FormatHint),_Helpers,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Statement Unit],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Actual Sparkline Value,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Actual Sparkline Value,[Actual GBP Base],General Number (PBI_FormatHint),FS Presentation\PL,No,Current - Visible,Imported from current PBIP; definition present,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Actual Rolling 12 Months based on latest closed period,Current model measure extracted from TMDL static inspection.,[Actual GBP Base],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Latest Closed Date,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Latest Closed Date,"VAR _Key = [Latest Actual FiscalPeriodKey] RETURN CALCULATE ( MAX ( dim_date[Date] ), REMOVEFILTERS ( dim_date ), dim_date[FiscalPeriodSort] = _Key )",General Number (PBI_FormatHint),_Helpers,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Latest Actual FiscalPeriodKey],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Is In R12 Window,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Is In R12 Window,"VAR _LastDate = [Latest Closed Date] VAR _ThisDate = MAX ( dim_date[Date] ) RETURN IF ( NOT ISBLANK ( _LastDate ) && _ThisDate <= _LastDate && _ThisDate > EDATE ( _LastDate, -12 ), 1, 0 )",General Number (PBI_FormatHint),_Helpers,No,Current - Visible,Imported from current PBIP; definition present,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Boolean “in rolling 12 window” measure (for the sparkline axis) used to filter X-axis,Current model measure extracted from TMDL static inspection.,[Latest Closed Date],,Finance / BI owner to confirm,Pending regression test
